image_url;A;B;C;doubleAgreement;tripleAgreement
IMG_01668.png;[(154, 406), (97, 111), (202, 34), (512, 500), (677, 581), (705, 746), (506, 740), (26, 496)];[(113, 460), (26, 498), (80, 106), (661, 582)];[(144, 380), (20, 503), (352, 460), (660, 580), (701, 731), (501, 510), (89, 107), (709, 499)];[(149, 393), (89, 109), (507, 505), (667, 582), (703, 739), (25, 500)];[(89, 108), (666, 581), (24, 499)]
IMG_01669.png;[(567, 207), (789, 80), (845, 71), (940, 117), (689, 219), (620, 505), (520, 504), (345, 643), (761, 580), (299, 215), (386, 128), (180, 197), (269, 574), (113, 726)];[];[(601, 520), (522, 508), (763, 579), (537, 225), (373, 126)];[(611, 513), (521, 506), (762, 580), (380, 127)];[]
IMG_01670.png;[(282, 214), (250, 67), (357, 369), (783, 126), (574, 174), (1009, 442), (997, 591)];[];[(296, 219), (861, 422)];[(289, 217)];[]
IMG_01671.png;[(196, 266), (41, 254), (304, 252), (560, 104), (852, 335), (935, 338), (960, 452), (902, 604), (574, 531), (481, 315), (607, 209)];[(191, 271), (963, 435), (856, 323)];[(887, 619), (855, 334), (966, 434), (570, 107), (189, 266)];[(193, 268), (565, 106), (855, 332), (964, 440), (895, 612)];[(192, 268), (855, 331), (963, 441)]
IMG_01673.png;[(647, 305), (694, 218), (568, 112), (684, 55), (892, 45), (907, 514), (925, 628), (277, 537), (260, 425), (488, 406), (348, 347), (162, 324), (54, 331), (68, 71), (398, 95), (390, 539), (379, 227)];[(556, 117), (389, 236), (78, 68), (266, 418), (648, 310)];[(652, 309), (614, 202), (554, 106), (393, 228), (271, 435), (482, 407), (190, 281)];[(650, 309), (560, 112), (266, 427), (485, 407), (73, 70), (388, 231)];[(649, 308), (560, 112), (266, 426), (387, 231)]
IMG_01674.png;[(214, 508), (193, 428), (268, 187), (400, 125), (111, 282), (41, 327), (325, 363), (599, 447), (575, 528), (836, 668), (759, 257), (542, 182), (179, 689), (407, 569), (119, 417)];[(261, 191), (196, 421), (214, 522)];[(221, 528), (211, 426), (272, 183), (122, 266)];[(217, 520), (201, 426), (268, 188), (117, 274)];[(217, 520), (200, 425), (267, 187)]
IMG_01675.png;[(110, 262), (439, 488), (859, 269), (907, 33), (985, 206), (916, 120), (961, 446), (924, 487), (850, 544), (751, 463), (674, 306), (593, 155), (507, 101), (681, 117), (413, 668), (548, 691), (443, 721), (144, 705), (112, 609), (301, 359), (484, 177)];[(448, 496), (104, 256), (109, 605), (856, 553)];[(741, 458), (856, 546), (595, 133), (446, 498), (96, 610), (439, 495)];[(107, 259), (444, 495), (855, 548), (746, 461), (594, 144), (106, 609)];[(445, 494), (442, 493), (854, 548), (106, 608)]
IMG_01676.png;[(355, 288), (373, 207), (301, 160), (77, 177), (68, 358), (220, 374), (109, 587), (45, 618), (280, 683), (245, 495), (351, 487), (680, 541), (925, 632), (930, 698), (655, 45), (779, 39), (934, 52), (527, 208), (622, 199), (515, 82)];[(476, 87), (374, 203), (363, 288), (730, 563), (949, 656), (110, 597), (16, 627)];[(352, 290), (381, 183), (483, 90), (738, 573), (103, 610), (72, 378), (215, 352), (631, 97), (921, 73), (903, 683), (261, 685)];[(357, 289), (377, 198), (70, 368), (218, 363), (108, 599), (271, 684), (928, 63), (480, 89), (734, 568)];[(357, 289), (376, 198), (108, 598)]
IMG_01677.png;[(400, 218), (335, 198), (425, 69), (531, 37), (686, 43), (710, 227), (534, 254), (947, 419), (908, 510), (872, 158), (785, 96), (172, 160), (135, 528), (299, 287), (62, 52), (618, 247)];[(870, 157)];[(942, 235), (548, 256), (339, 198), (92, 681), (137, 538), (529, 41)];[(337, 198), (530, 39), (541, 255), (871, 158), (136, 533)];[]
IMG_01678.png;[(624, 493), (500, 390), (315, 478), (787, 734), (771, 596), (972, 391), (803, 394), (796, 165), (917, 183), (784, 221), (961, 264), (579, 162), (388, 145), (124, 226), (225, 339), (663, 79)];[(605, 502), (323, 485), (795, 217), (789, 157), (790, 738)];[(615, 472), (801, 164), (761, 378), (327, 484)];[(618, 491), (322, 483), (789, 736), (796, 163), (790, 219)];[(322, 483), (796, 162)]
IMG_01679.png;[(525, 435), (694, 160), (667, 82), (680, 26), (593, 55), (478, 112), (175, 186), (45, 103), (148, 330), (32, 444), (45, 515), (161, 629), (308, 681), (387, 735), (211, 427), (280, 393), (337, 437), (707, 541), (822, 579), (984, 668), (948, 364), (850, 219), (772, 185), (323, 156)];[(489, 455), (276, 402), (168, 631), (294, 676), (371, 752), (689, 171), (663, 86), (591, 47), (951, 375)];[(476, 435), (688, 174), (822, 591), (145, 342), (176, 631), (961, 370), (291, 669), (272, 392), (660, 97)];[(691, 169), (664, 89), (592, 51), (147, 336), (169, 631), (298, 676), (379, 744), (277, 397), (822, 585), (954, 370), (483, 445)];[(691, 169), (664, 89), (169, 631), (298, 676), (276, 396), (954, 370)]
IMG_01680.png;[(659, 582), (689, 731), (521, 743), (269, 624), (354, 450), (142, 405), (14, 505), (65, 99), (199, 72), (367, 291), (404, 373), (642, 306), (560, 287), (666, 357), (736, 486), (873, 680)];[];[(141, 401), (660, 582), (26, 494), (639, 301)];[(660, 582), (142, 403), (20, 500), (641, 304)];[]
IMG_01729.png;[(449, 299), (726, 454), (805, 327), (950, 602), (828, 541), (683, 517), (701, 729), (623, 691), (447, 545), (430, 695), (263, 535), (133, 222), (158, 91), (96, 139), (255, 218), (581, 66), (853, 51), (718, 142), (483, 193), (392, 292), (356, 348), (380, 93), (86, 578), (38, 675)];[(133, 231), (159, 92), (271, 216), (395, 277), (591, 73), (540, 32), (479, 190), (449, 303), (353, 340), (444, 547), (264, 541), (734, 457), (680, 517), (805, 328), (955, 592), (695, 727), (615, 717), (30, 668)];[(454, 296), (390, 270), (264, 229), (126, 232), (158, 93), (596, 73), (736, 456), (677, 519), (265, 552), (306, 462), (351, 346), (82, 574), (370, 690)];[(451, 300), (733, 456), (805, 328), (953, 597), (681, 518), (698, 728), (619, 704), (446, 546), (265, 543), (132, 229), (159, 93), (264, 222), (590, 72), (481, 192), (393, 281), (354, 345), (84, 576), (34, 672)];[(451, 300), (732, 456), (680, 518), (264, 543), (131, 229), (159, 92), (264, 221), (590, 71), (393, 280), (354, 345)]
IMG_01730.png;[(421, 300), (704, 222), (804, 171), (513, 136), (317, 55), (65, 74), (69, 307), (172, 410), (133, 509), (321, 462), (193, 620), (34, 670), (388, 701), (456, 499), (728, 325), (943, 200)];[(475, 581), (389, 281), (713, 327), (960, 203), (64, 68), (131, 512), (39, 537), (106, 402), (195, 627), (923, 98), (478, 148)];[(113, 400), (61, 66), (179, 631), (347, 445), (771, 375), (971, 204), (471, 150), (374, 132)];[(64, 70), (132, 511), (190, 627), (721, 326), (959, 203), (110, 401), (475, 149)];[(64, 70), (189, 626), (958, 203)]
IMG_01731.png;[(476, 440), (549, 482), (799, 545), (963, 157), (976, 325), (772, 737), (629, 605), (367, 669), (289, 621), (244, 675), (33, 658), (56, 349), (60, 187), (296, 144), (166, 78), (182, 186), (609, 184), (656, 72)];[(470, 446), (63, 180), (181, 197), (290, 151), (944, 175), (980, 333), (781, 737), (370, 663), (235, 677), (29, 670), (158, 77), (71, 412), (581, 188), (805, 82)];[(980, 335), (956, 469), (376, 654), (284, 616), (64, 178), (180, 195), (164, 70), (288, 150), (473, 438), (799, 538), (626, 190), (239, 681)];[(474, 442), (799, 542), (954, 166), (980, 332), (777, 737), (372, 663), (287, 619), (240, 678), (31, 664), (63, 182), (292, 149), (163, 76), (182, 193), (607, 187)];[(473, 442), (979, 331), (371, 662), (240, 678), (63, 182), (292, 149), (163, 75), (181, 193)]
IMG_01732.png;[(593, 570), (966, 449), (853, 192), (953, 98), (815, 305), (778, 378), (659, 421), (390, 143), (561, 71), (327, 270), (394, 427), (288, 419), (186, 233), (55, 107), (140, 49), (223, 79), (72, 612), (118, 571), (281, 611), (412, 668), (455, 612), (709, 721), (593, 672)];[(170, 225), (241, 77), (133, 53), (30, 112), (390, 137), (323, 277), (836, 203), (953, 75), (965, 448), (779, 377), (806, 302), (591, 341), (591, 561), (451, 602), (370, 447), (258, 602), (119, 563), (56, 611), (728, 715), (888, 611), (864, 513), (675, 423), (558, 412), (398, 670), (253, 446), (286, 498)];[(179, 236), (372, 441), (244, 82), (280, 140), (251, 596), (404, 665), (471, 605), (584, 344), (765, 376), (837, 206), (625, 226), (551, 75), (584, 570), (58, 618), (612, 68), (669, 130)];[(590, 568), (966, 449), (843, 201), (953, 87), (811, 304), (775, 378), (667, 422), (390, 140), (556, 73), (325, 274), (377, 440), (179, 232), (43, 110), (137, 51), (237, 80), (63, 614), (119, 567), (262, 603), (405, 669), (460, 607), (719, 718), (588, 343)];[(590, 567), (842, 201), (774, 377), (179, 232), (236, 80), (62, 614), (405, 668), (459, 607)]
IMG_01737.png;[(257, 328), (106, 315), (584, 251), (736, 180), (766, 479), (670, 453), (931, 622), (17, 670), (97, 503), (129, 734), (402, 570), (343, 616), (306, 673), (782, 376), (971, 379)];[(241, 328), (588, 248), (743, 186), (933, 625), (775, 478), (83, 506), (38, 688), (311, 687)];[(241, 340), (573, 266), (764, 180), (934, 623), (85, 507)];[(247, 333), (583, 256), (748, 183), (771, 479), (933, 624), (28, 679), (89, 506), (309, 680)];[(247, 332), (582, 255), (748, 182), (933, 624), (89, 506)]
IMG_01738.png;[(324, 427), (360, 517), (337, 614), (231, 578), (253, 247), (211, 68), (689, 51), (784, 265), (868, 422), (974, 112), (913, 695), (671, 556), (547, 661), (444, 717), (76, 543), (116, 449), (734, 378), (632, 214)];[(253, 240), (694, 38), (970, 111), (819, 242), (860, 418), (723, 368), (465, 721), (326, 616), (315, 433), (71, 541)];[(343, 510), (855, 428), (235, 241), (33, 444)];[(320, 430), (352, 514), (332, 615), (248, 243), (692, 45), (862, 423), (972, 112), (455, 719), (74, 542), (729, 373)];[(247, 243), (861, 423)]
IMG_01739.png;[(517, 411), (443, 612), (371, 547), (230, 549), (201, 253), (354, 114), (729, 530), (680, 724), (599, 685), (576, 87), (613, 39), (942, 583), (825, 416), (952, 390), (844, 270), (463, 272), (411, 291)];[(435, 632), (516, 388), (341, 133), (570, 71), (725, 542), (670, 740), (589, 673), (195, 747), (239, 731), (246, 556), (488, 536), (378, 543), (954, 597), (895, 538), (820, 416), (965, 388), (843, 253)];[(501, 387), (444, 619), (760, 534), (587, 682), (341, 130), (252, 541)];[(512, 396), (441, 622), (375, 545), (243, 550), (346, 127), (727, 536), (675, 732), (593, 681), (573, 79), (948, 590), (823, 416), (959, 389), (844, 262)];[(512, 396), (441, 621), (243, 549), (346, 126), (592, 680)]
IMG_01740.png;[(382, 260), (577, 248), (965, 229), (993, 391), (682, 747), (616, 666), (171, 513), (152, 269), (130, 76), (460, 150), (57, 461)];[(173, 516), (141, 45)];[(421, 257), (307, 261)];[(172, 515)];[]
IMG_01741.png;[(664, 263), (524, 346), (474, 232), (812, 320), (841, 169), (838, 40), (413, 75), (246, 91), (81, 247), (207, 309), (123, 616), (75, 720), (402, 728), (662, 681), (825, 654), (906, 445)];[(503, 366), (79, 306), (209, 305), (115, 621), (55, 728), (848, 668), (906, 458), (664, 256), (826, 181), (834, 45), (929, 202), (519, 72), (478, 242), (359, 257), (205, 145), (788, 313)];[(527, 358), (676, 263), (826, 172), (843, 62), (476, 247), (853, 659), (205, 300), (67, 308), (918, 446), (250, 93)];[(669, 262), (519, 357), (477, 241), (800, 317), (831, 175), (839, 50), (248, 92), (208, 305), (119, 619), (65, 724), (843, 661), (911, 450), (73, 307)];[(668, 261), (518, 357), (476, 241), (831, 174), (839, 49), (207, 305), (842, 661), (910, 450)]
IMG_01742.png;[(415, 242), (387, 136), (443, 132), (715, 42), (954, 74), (846, 82), (781, 175), (843, 230), (753, 246), (695, 302), (673, 378), (706, 478), (919, 620), (839, 548), (610, 491), (242, 496), (329, 641), (276, 447), (167, 405), (75, 468), (121, 622), (143, 702), (344, 266), (30, 64)];[(163, 397), (243, 502), (271, 435), (329, 267), (394, 142), (719, 36), (958, 65), (699, 317), (766, 245), (773, 181), (606, 490), (325, 667), (73, 466)];[(163, 383), (109, 639), (248, 502), (337, 280), (392, 140), (786, 248), (675, 385), (611, 487), (901, 639), (964, 424)];[(392, 140), (717, 39), (956, 70), (777, 178), (768, 247), (697, 310), (674, 382), (910, 630), (610, 490), (245, 501), (327, 654), (274, 441), (165, 396), (74, 467), (115, 631), (338, 272)];[(391, 140), (609, 490), (245, 500), (165, 395), (337, 271)]
IMG_01743.png;[(37, 106), (34, 548), (288, 533), (530, 256), (801, 437), (396, 586), (329, 719), (568, 718), (747, 601), (964, 604), (981, 241), (998, 155), (893, 86), (788, 115), (664, 101)];[(396, 585), (808, 463), (516, 260), (814, 123), (883, 91), (978, 597), (740, 603)];[(783, 429), (405, 575), (263, 550), (275, 289), (966, 613), (531, 249)];[(526, 256), (799, 442), (399, 583), (744, 602), (970, 605), (888, 89), (801, 119)];[(526, 255), (399, 582), (970, 605)]
IMG_01744.png;[(244, 153), (197, 314), (435, 422), (160, 533), (36, 511), (70, 726), (335, 663), (656, 701), (526, 719), (803, 578), (832, 697), (629, 516), (741, 393), (858, 351), (854, 126), (801, 41), (782, 120), (649, 114), (565, 235), (98, 23)];[(220, 323), (84, 257), (174, 140), (755, 375), (866, 345), (851, 160), (766, 126), (833, 53), (643, 113), (803, 577), (663, 698), (576, 595), (45, 502), (148, 591), (343, 660), (29, 736)];[(751, 393), (91, 256), (146, 570), (867, 348), (888, 160), (640, 104), (305, 173), (800, 587), (638, 680)];[(209, 319), (41, 507), (339, 662), (654, 696), (803, 581), (750, 388), (864, 349), (774, 123), (645, 111), (88, 257), (147, 581)];[(802, 581), (749, 387), (864, 348), (644, 111)]
IMG_01782.png;[(839, 147), (988, 409), (678, 531), (204, 257), (668, 250), (670, 686)];[(838, 137), (539, 242)];[(454, 243), (220, 264)];[(839, 142), (212, 261)];[]
IMG_01783.png;[(430, 274), (909, 162), (782, 163), (590, 89), (293, 78), (192, 191), (92, 196), (135, 318), (424, 516), (396, 384), (639, 352), (721, 396), (792, 509), (546, 561), (189, 515), (61, 577), (49, 479), (480, 645), (699, 700), (987, 248)];[(429, 277), (398, 408), (446, 512), (911, 161), (991, 251), (311, 76), (180, 82), (21, 492), (51, 595)];[(440, 270), (278, 49), (910, 149), (745, 417), (814, 309), (886, 330), (411, 399), (524, 563), (437, 510)];[(434, 274), (911, 158), (302, 77), (436, 513), (402, 398), (535, 562), (56, 586), (989, 250)];[(433, 274), (910, 158), (436, 513), (402, 397)]
IMG_01784.png;[(438, 228), (611, 223), (912, 123), (946, 62), (943, 426), (843, 636), (707, 737), (603, 569), (156, 588), (57, 561), (52, 278), (211, 221), (641, 357), (117, 103), (330, 102)];[(456, 280), (638, 361), (260, 286), (186, 241), (144, 410), (318, 498), (773, 403)];[(197, 250), (772, 403), (951, 403), (460, 275)];[(947, 415), (640, 359), (458, 278), (192, 246), (773, 403)];[]
IMG_01785.png;[(894, 628), (730, 566), (700, 395), (589, 477), (158, 180), (76, 188), (276, 196), (268, 42), (993, 46), (955, 328), (68, 318), (264, 505)];[];[(711, 399), (690, 409), (615, 616), (273, 175)];[(701, 401), (275, 186)];[]
IMG_01786.png;[(202, 437), (656, 578), (945, 615), (689, 342)];[(196, 437)];[(188, 450)];[(196, 442)];[(196, 442)]
IMG_01787.png;[(82, 105), (167, 83), (925, 207), (590, 702)];[(79, 105), (586, 708), (916, 220)];[(914, 227), (354, 595)];[(81, 105), (919, 219), (588, 705)];[(919, 218)]
IMG_01788.png;[(397, 732), (170, 717), (665, 504), (848, 266), (825, 341), (999, 211), (517, 235), (403, 130), (216, 105)];[(641, 210), (410, 133), (850, 266)];[(838, 274), (413, 145)];[(846, 269), (409, 137)];[(846, 269), (409, 136)]
IMG_01790.png;[(78, 609), (486, 567), (574, 580), (362, 456), (460, 399), (322, 682)];[(98, 631), (513, 573), (569, 577), (555, 526), (803, 471)];[(476, 563)];[(88, 620), (490, 568), (572, 579)];[]
IMG_01791.png;[(104, 505), (435, 602), (541, 423), (914, 306), (242, 650), (572, 717), (459, 732)];[(113, 513), (508, 556), (240, 633), (476, 732), (585, 721), (540, 458)];[(452, 615), (247, 635)];[(109, 509), (444, 609), (244, 640), (579, 719), (468, 732)];[(243, 640)]
IMG_01795.png;[(183, 294), (76, 376), (245, 216), (114, 80), (330, 234), (349, 117), (584, 341)];[(543, 18), (141, 85), (298, 203), (349, 188), (13, 275)];[(170, 300), (150, 108)];[(177, 297), (137, 90)];[]
IMG_01797.png;[(992, 509), (896, 267), (563, 574), (290, 501)];[];[(564, 579)];[(564, 577)];[]
IMG_01798.png;[(227, 516), (85, 661), (658, 352), (324, 199), (226, 69)];[(228, 521), (80, 677)];[(313, 196), (177, 547), (91, 681)];[(228, 519), (86, 674), (319, 198)];[(86, 673)]
IMG_01799.png;[(249, 411), (936, 150), (826, 537)];[];[(827, 531), (827, 534), (939, 512)];[(827, 535)];[]
IMG_01800.png;[(149, 157), (161, 306), (602, 264), (713, 574)];[];[(150, 153), (705, 563), (605, 271), (164, 310)];[(150, 155), (163, 308), (604, 268), (709, 569)];[]
IMG_01801.png;[];[];[(602, 212)];[];[]
IMG_01808.png;[(262, 132), (395, 264), (720, 400), (799, 393), (837, 489), (986, 503), (924, 566), (973, 296), (760, 136), (810, 189), (845, 36), (920, 135), (701, 47), (477, 36), (809, 716)];[(406, 273), (269, 127), (851, 23), (760, 115), (691, 47), (806, 387), (851, 492), (976, 467), (919, 567), (819, 736)];[(797, 404), (861, 483), (759, 106), (389, 288), (902, 109)];[(266, 130), (397, 276), (801, 395), (851, 489), (922, 567), (760, 118), (848, 30), (696, 47), (814, 726)];[(397, 275), (801, 395), (850, 488)]
IMG_01809.png;[(505, 552), (747, 394), (811, 225), (853, 70), (919, 169), (188, 243), (127, 124), (21, 342), (154, 451), (204, 383), (336, 567), (198, 671), (1005, 557), (649, 128), (285, 90)];[(514, 555), (766, 415), (815, 218), (861, 66)];[(501, 576), (821, 374), (801, 241), (906, 160)];[(507, 562), (757, 405), (810, 229), (857, 68), (913, 165)];[(507, 561), (809, 228)]
IMG_01810.png;[(593, 308), (463, 59), (41, 166), (107, 255), (244, 358), (127, 417), (265, 580), (67, 736), (452, 683), (821, 619), (702, 607), (694, 397), (742, 41), (968, 34)];[(241, 362), (843, 21), (745, 43)];[(248, 335), (122, 418), (458, 80), (104, 250), (591, 289)];[(592, 299), (461, 70), (106, 253), (245, 352), (125, 418), (744, 42)];[(245, 352)]
IMG_01811.png;[(524, 405), (372, 494), (669, 243), (798, 106), (906, 190), (820, 252), (721, 386), (798, 345), (727, 464), (794, 524), (748, 709), (606, 331), (67, 104), (46, 692), (383, 699)];[(518, 420), (40, 111), (786, 113)];[(796, 338), (913, 177), (812, 248), (516, 400), (812, 510)];[(520, 409), (792, 110), (910, 184), (816, 250), (797, 342), (803, 517), (54, 108)];[(520, 409)]
IMG_01812.png;[(301, 146), (106, 197), (385, 123), (636, 167), (671, 96), (925, 149), (985, 323), (983, 568), (973, 721), (448, 701), (666, 357)];[(300, 135)];[(300, 137)];[(301, 140)];[(301, 140)]
IMG_01814.png;[(334, 239), (165, 283), (532, 131), (432, 80), (895, 171), (965, 82), (950, 260), (930, 525), (842, 402), (881, 663), (599, 693), (530, 573), (656, 424), (521, 432), (378, 713), (313, 399), (212, 387)];[(310, 258), (554, 126), (669, 16), (526, 565)];[(332, 236), (545, 119), (926, 490), (641, 337), (127, 305)];[(333, 238), (544, 126), (528, 569)];[(544, 126)]
